sample_id,dataset,class_id,class_name,split,session_id,true_signer_id,feature_path,num_frames,file_size_bytes
iso_name_015,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_name_015.npz,49,199026
iso_name_016,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_name_016.npz,50,203045
iso_name_017,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_017.npz,51,207002
iso_name_018,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_018.npz,52,210994
iso_name_019,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_019.npz,53,215134
iso_name_020,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_020.npz,54,219230
iso_name_021,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_021.npz,35,142644
iso_name_022,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_022.npz,36,146620
iso_name_023,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_name_023.npz,37,150545
iso_name_024,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_name_024.npz,38,154671
iso_name_025,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_025.npz,39,158723
iso_name_026,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_026.npz,40,162717
iso_name_027,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_027.npz,41,166778
iso_name_028,SIGNOVA_ISOLATED_BENCHMARK,5,NAME,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_name_028.npz,42,170747
iso_how_are_you_001,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_001.npz,35,142842
iso_how_are_you_002,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_002.npz,36,146852
iso_how_are_you_003,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_003.npz,37,150860
iso_how_are_you_004,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_004.npz,38,154924
iso_how_are_you_005,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_005.npz,39,158903
iso_how_are_you_006,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_006.npz,40,163020
iso_how_are_you_007,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_how_are_you_007.npz,41,167040
iso_how_are_you_008,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_how_are_you_008.npz,42,170970
iso_how_are_you_009,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_009.npz,43,175157
iso_how_are_you_010,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_010.npz,44,179123
iso_how_are_you_011,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_011.npz,45,183223
iso_how_are_you_012,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_012.npz,46,187196
iso_how_are_you_013,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_013.npz,47,191224
iso_how_are_you_014,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_014.npz,48,195223
iso_how_are_you_015,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_how_are_you_015.npz,49,199214
iso_how_are_you_016,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_how_are_you_016.npz,50,203249
iso_how_are_you_017,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_017.npz,51,207344
iso_how_are_you_018,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_018.npz,52,211468
iso_how_are_you_019,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_019.npz,53,215456
iso_how_are_you_020,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_020.npz,54,219290
iso_how_are_you_021,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_021.npz,35,142836
iso_how_are_you_022,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_022.npz,36,146817
iso_how_are_you_023,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_how_are_you_023.npz,37,150864
iso_how_are_you_024,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_how_are_you_024.npz,38,155070
iso_how_are_you_025,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_025.npz,39,158991
iso_how_are_you_026,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_026.npz,40,163002
iso_how_are_you_027,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_027.npz,41,167023
iso_how_are_you_028,SIGNOVA_ISOLATED_BENCHMARK,6,HOW_ARE_YOU,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_how_are_you_028.npz,42,171109
iso_help_001,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_001.npz,35,143044
iso_help_002,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_002.npz,36,147035
iso_help_003,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_003.npz,37,151014
iso_help_004,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_004.npz,38,155155
iso_help_005,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_005.npz,39,159168
iso_help_006,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_006.npz,40,163229
iso_help_007,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_help_007.npz,41,167150
iso_help_008,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_help_008.npz,42,171195
iso_help_009,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_009.npz,43,175337
iso_help_010,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_010.npz,44,179310
iso_help_011,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_011.npz,45,183367
iso_help_012,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_012.npz,46,187494
iso_help_013,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_013.npz,47,191489
iso_help_014,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_014.npz,48,195584
iso_help_015,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_help_015.npz,49,199495
iso_help_016,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_help_016.npz,50,203598
iso_help_017,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_017.npz,51,207616
iso_help_018,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_018.npz,52,211704
iso_help_019,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_019.npz,53,215739
iso_help_020,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_020.npz,54,219752
iso_help_021,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_021.npz,35,142932
iso_help_022,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_022.npz,36,146985
iso_help_023,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_help_023.npz,37,150971
iso_help_024,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_help_024.npz,38,155151
iso_help_025,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_025.npz,39,159104
iso_help_026,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_026.npz,40,163169
iso_help_027,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_027.npz,41,167163
iso_help_028,SIGNOVA_ISOLATED_BENCHMARK,7,HELP,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_help_028.npz,42,171206
iso_goodbye_001,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_001.npz,35,142956
iso_goodbye_002,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_002.npz,36,146903
iso_goodbye_003,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_003.npz,37,151002
iso_goodbye_004,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_004.npz,38,154980
iso_goodbye_005,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_005.npz,39,159145
iso_goodbye_006,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_006.npz,40,163090
iso_goodbye_007,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_goodbye_007.npz,41,167159
iso_goodbye_008,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_goodbye_008.npz,42,171113
iso_goodbye_009,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_009.npz,43,175262
iso_goodbye_010,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_010.npz,44,179260
iso_goodbye_011,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_011.npz,45,183322
iso_goodbye_012,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_012.npz,46,187315
iso_goodbye_013,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_013.npz,47,191371
iso_goodbye_014,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_014.npz,48,195455
iso_goodbye_015,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_goodbye_015.npz,49,199388
iso_goodbye_016,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_goodbye_016.npz,50,203542
iso_goodbye_017,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_017.npz,51,207466
iso_goodbye_018,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_018.npz,52,211518
iso_goodbye_019,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_019.npz,53,215617
iso_goodbye_020,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_020.npz,54,219621
iso_goodbye_021,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_021.npz,35,142835
iso_goodbye_022,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_022.npz,36,146856
iso_goodbye_023,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_goodbye_023.npz,37,150890
iso_goodbye_024,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_goodbye_024.npz,38,155009
iso_goodbye_025,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_025.npz,39,159113
iso_goodbye_026,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_026.npz,40,163068
iso_goodbye_027,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_027.npz,41,167252
iso_goodbye_028,SIGNOVA_ISOLATED_BENCHMARK,8,GOODBYE,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_goodbye_028.npz,42,171211
iso_welcome_001,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_001.npz,35,143002
iso_welcome_002,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_002.npz,36,146917
iso_welcome_003,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_003.npz,37,151054
iso_welcome_004,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_004.npz,38,155059
iso_welcome_005,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_005.npz,39,159085
iso_welcome_006,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_006.npz,40,163189
iso_welcome_007,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_welcome_007.npz,41,167140
iso_welcome_008,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_welcome_008.npz,42,171237
iso_welcome_009,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_009.npz,43,175404
iso_welcome_010,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_010.npz,44,179348
iso_welcome_011,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_011.npz,45,183360
iso_welcome_012,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_012.npz,46,187385
iso_welcome_013,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_013.npz,47,191330
iso_welcome_014,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_014.npz,48,195485
iso_welcome_015,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_welcome_015.npz,49,199544
iso_welcome_016,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_welcome_016.npz,50,203566
iso_welcome_017,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_017.npz,51,207651
iso_welcome_018,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_018.npz,52,211723
iso_welcome_019,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_019.npz,53,215653
iso_welcome_020,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_020.npz,54,219792
iso_welcome_021,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_05,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_021.npz,35,142904
iso_welcome_022,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_06,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_022.npz,36,147074
iso_welcome_023,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,val,session_07,,g:\SingLang\SIGNOVA\data\features\isolated_signs\val\iso_welcome_023.npz,37,150978
iso_welcome_024,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,test,session_08,,g:\SingLang\SIGNOVA\data\features\isolated_signs\test\iso_welcome_024.npz,38,155125
iso_welcome_025,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_01,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_025.npz,39,159109
iso_welcome_026,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_02,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_026.npz,40,163135
iso_welcome_027,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_03,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_027.npz,41,167273
iso_welcome_028,SIGNOVA_ISOLATED_BENCHMARK,9,WELCOME,train,session_04,,g:\SingLang\SIGNOVA\data\features\isolated_signs\train\iso_welcome_028.npz,42,171230
