sample_id,dataset,split,video_path,annotation_path,features_path,gloss,translation,signer_id,duration_sec,num_frames,fps,metadata
d80b02f1b480-13,ISLTranslate,train,,,,,"Not at all like proper children, which is always very slow.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-13""}"
d80b02f1b480-14,ISLTranslate,train,,,,,For he sometimes shoots a taller like an India rubber ball.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-14""}"
d80b02f1b480-15,ISLTranslate,train,,,,,and he sometimes gets so little that there's none of him at all.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-15""}"
d80b02f1b480-16,ISLTranslate,train,,,,,"One morning, very early before the sun I was up.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-16""}"
d80b02f1b480-17,ISLTranslate,train,,,,,I rose and found the shining dew on every buttercup.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-17""}"
d80b02f1b480-18,ISLTranslate,train,,,,,But my lazy little shadow like an arrant sleepyhead.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-18""}"
d80b02f1b480-20,ISLTranslate,train,,,,,poem by Robert Louise,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-20""}"
d80b02f1b480-21,ISLTranslate,train,,,,,Stevenson.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-21""}"
d80b02f1b480-22,ISLTranslate,train,,,,,New words,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-22""}"
d80b02f1b480-23,ISLTranslate,train,,,,,India rubber ball,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-23""}"
d80b02f1b480-24,ISLTranslate,train,,,,,A ball that can bounce very high.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-24""}"
d80b02f1b480-25,ISLTranslate,train,,,,,"buttercup, a yellow flower",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-25""}"
d80b02f1b480-26,ISLTranslate,train,,,,,arrant bad,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-26""}"
d80b02f1b480-28,ISLTranslate,train,,,,,"arrant Sleepyhead, completely inattentive.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-28""}"
d80b02f1b480-29,ISLTranslate,train,,,,,Page 44,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-29""}"
d80b02f1b480-30,ISLTranslate,train,,,,,Let's read.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-30""}"
d80b02f1b480-31,ISLTranslate,train,,,,,1. Who do you think your shadow looks like?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-31""}"
d80b02f1b480-33,ISLTranslate,train,,,,,2,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-33""}"
d80b02f1b480-34,ISLTranslate,train,,,,,Why do you think your shadow jumps into bed before you can? 3,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-34""}"
d80b02f1b480-35,ISLTranslate,train,,,,,What time of the day do you think it is when your shadow is the tallest? Why?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-35""}"
d80b02f1b480-38,ISLTranslate,train,,,,,4. Read the lines from the poem and answer the following.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-38""}"
d80b02f1b480-39,ISLTranslate,train,,,,,"He is very, very like me, from the heels up to the head. One.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-39""}"
d80b02f1b480-40,ISLTranslate,train,,,,,Who does he refer to?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-40""}"
d80b02f1b480-41,ISLTranslate,train,,,,,2. Who does me refer to? 3.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-41""}"
d80b02f1b480-42,ISLTranslate,train,,,,,Why are he and me alike?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-42""}"
d80b02f1b480-43,ISLTranslate,train,,,,,Let's talk,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-43""}"
d80b02f1b480-46,ISLTranslate,train,,,,,A dog chases you.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-46""}"
d80b02f1b480-47,ISLTranslate,train,,,,,The space is provided. Page 45.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-47""}"
d80b02f1b480-49,ISLTranslate,train,,,,,You have forgotten your homework copy at home.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-49""}"
d80b02f1b480-50,ISLTranslate,train,,,,,blank,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-50""}"
d80b02f1b480-51,ISLTranslate,train,,,,,You are alone in a room?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-51""}"
d80b02f1b480-52,ISLTranslate,train,,,,,and the lights go out.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-52""}"
d80b02f1b480-53,ISLTranslate,train,,,,,Blank.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-53""}"
d80b02f1b480-54,ISLTranslate,train,,,,,Fun time!,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-54""}"
d80b02f1b480-55,ISLTranslate,train,,,,,Shine a torch behind your hand and see its shadow on the wall.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-55""}"
d80b02f1b480-56,ISLTranslate,train,,,,,Move the torch a little away from your hand and see the shadow on the wall.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-56""}"
d80b02f1b480-58,ISLTranslate,train,,,,,Do you find a difference in the size of the hand on the wall?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-58""}"
d80b02f1b480-59,ISLTranslate,train,,,,,Working together. One.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-59""}"
d80b02f1b480-60,ISLTranslate,train,,,,,Work in groups of five,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-60""}"
d80b02f1b480-62,ISLTranslate,train,,,,,Mark the names of fingers.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-62""}"
d80b02f1b480-63,ISLTranslate,train,,,,,Thumb and palm on the hand.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-63""}"
d80b02f1b480-65,ISLTranslate,train,,,,,Use the hints given in the box.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-65""}"
d80b02f1b480-66,ISLTranslate,train,,,,,middle thumb,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-66""}"
d80b02f1b480-67,ISLTranslate,train,,,,,small ring,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-67""}"
d80b02f1b480-68,ISLTranslate,train,,,,,2,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-68""}"
d80b02f1b480-70,ISLTranslate,train,,,,,Point at a door.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-70""}"
d80b02f1b480-71,ISLTranslate,train,,,,,Bounce a ball.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-71""}"
d80b02f1b480-72,ISLTranslate,train,,,,,Scratch your chin.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-72""}"
d80b02f1b480-73,ISLTranslate,train,,,,,Twist your ear.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-73""}"
d80b02f1b480-74,ISLTranslate,train,,,,,comb your hair,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-74""}"
d80b02f1b480-75,ISLTranslate,train,,,,,Draw with a pencil.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-75""}"
d80b02f1b480-76,ISLTranslate,train,,,,,Touch a flower.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-76""}"
d80b02f1b480-77,ISLTranslate,train,,,,,page 46. Let's write.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-77""}"
d80b02f1b480-78,ISLTranslate,train,,,,,1. Fill in the blanks using one of the words given in brackets.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-78""}"
d80b02f1b480-79,ISLTranslate,train,,,,,1,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-79""}"
d80b02f1b480-80,ISLTranslate,train,,,,,Where is the child? Blank? Parents have come to school.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-80""}"
d80b02f1b480-81,ISLTranslate,train,,,,,Who? whose... which?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-81""}"
d80b02f1b480-82,ISLTranslate,train,,,,,2,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-82""}"
d80b02f1b480-83,ISLTranslate,train,,,,,I saw many houses. Blank?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-83""}"
d80b02f1b480-85,ISLTranslate,train,,,,,whose,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-85""}"
d80b02f1b480-87,ISLTranslate,train,,,,,"Mathematics, blank is my favourite subject. It's so interesting.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-87""}"
d80b02f1b480-88,ISLTranslate,train,,,,,Who? Which? That?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-88""}"
d80b02f1b480-89,ISLTranslate,train,,,,,4,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-89""}"
d80b02f1b480-90,ISLTranslate,train,,,,,"The poem, blank.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-90""}"
d80b02f1b480-91,ISLTranslate,train,,,,,"You read out, is so lovely.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-91""}"
d80b02f1b480-92,ISLTranslate,train,,,,,Whose which? That. 5.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-92""}"
d80b02f1b480-93,ISLTranslate,train,,,,,"I know the street, blank, he lives on.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-93""}"
d80b02f1b480-96,ISLTranslate,train,,,,,I like reading books. Blank.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-96""}"
d80b02f1b480-97,ISLTranslate,train,,,,,have pictures in it. Who? That?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-97""}"
d80b02f1b480-98,ISLTranslate,train,,,,,Which? 7,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-98""}"
d80b02f1b480-99,ISLTranslate,train,,,,,"The old lady, blank.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-99""}"
d80b02f1b480-100,ISLTranslate,train,,,,,I met in your house is my neighbor. Whom?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-100""}"
d80b02f1b480-101,ISLTranslate,train,,,,,that which.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-101""}"
d80b02f1b480-104,ISLTranslate,train,,,,,Why is she called that?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-104""}"
d80b02f1b480-107,ISLTranslate,train,,,,,What does she like to eat?,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-107""}"
d80b02f1b480-108,ISLTranslate,train,,,,,Page 47,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-108""}"
d80b02f1b480-109,ISLTranslate,train,,,,,Write a few lines on Mithoo.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-109""}"
d80b02f1b480-110,ISLTranslate,train,,,,,and his little dog named Shadow.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-110""}"
d80b02f1b480-111,ISLTranslate,train,,,,,The space is provided for you.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-111""}"
d80b02f1b480-112,ISLTranslate,train,,,,,Say aloud Shoe!,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-112""}"
d80b02f1b480-113,ISLTranslate,train,,,,,Shadow,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-113""}"
d80b02f1b480-114,ISLTranslate,train,,,,,Fish!,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-114""}"
d80b02f1b480-115,ISLTranslate,train,,,,,Bush,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-115""}"
d80b02f1b480-116,ISLTranslate,train,,,,,ship,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-116""}"
d80b02f1b480-117,ISLTranslate,train,,,,,Sheep.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-117""}"
d80b02f1b480-118,ISLTranslate,train,,,,,Dish,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-118""}"
d80b02f1b480-119,ISLTranslate,train,,,,,Wash,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-119""}"
d80b02f1b480-121,ISLTranslate,train,,,,,Shade,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-121""}"
d80b02f1b480-122,ISLTranslate,train,,,,,Wish!,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-122""}"
d80b02f1b480-123,ISLTranslate,train,,,,,Brush,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-123""}"
d80b02f1b480-124,ISLTranslate,train,,,,,"When the sun shines, I can see my shadow right in front of me.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-124""}"
d80b02f1b480-125,ISLTranslate,train,,,,,"When I walk, my shadow walks.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-125""}"
d80b02f1b480-126,ISLTranslate,train,,,,,"When I hop, my shadow hops. When I jump, my shadow jumps.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-126""}"
d80b02f1b480-127,ISLTranslate,train,,,,,"And when I stop, my shadow stops.",d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-127""}"
d80b02f1b480-128,ISLTranslate,train,,,,,Louise Binder Scott,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-128""}"
d80b02f1b480-129,ISLTranslate,train,,,,,Act out the poem as you read it slowly.,d80b02f1b480,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""d80b02f1b480-129""}"
027ae060c5e0-0,ISLTranslate,train,,,,,Page,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-0""}"
027ae060c5e0-2,ISLTranslate,train,,,,,Unit 2,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-2""}"
027ae060c5e0-3,ISLTranslate,train,,,,,Listen and recite this poem.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-3""}"
027ae060c5e0-5,ISLTranslate,train,,,,,I am Lucky.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-5""}"
027ae060c5e0-6,ISLTranslate,train,,,,,"If I were a butterfly, I would be thankful for my wings.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-6""}"
027ae060c5e0-7,ISLTranslate,train,,,,,"If I were a maina in a tree, I would be thankful that I could sing.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-7""}"
027ae060c5e0-9,ISLTranslate,train,,,,,"So I just think I'm lucky to be me, not you but me.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-9""}"
027ae060c5e0-11,ISLTranslate,train,,,,,"If I were a kangaroo, I would try to hop right up to the moon.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-11""}"
027ae060c5e0-12,ISLTranslate,train,,,,,"If I were an octopus, I would be thankful for my eight arms.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-12""}"
027ae060c5e0-13,ISLTranslate,train,,,,,So I just think I'm lucky to be me.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-13""}"
027ae060c5e0-14,ISLTranslate,train,,,,,"Not you, but me.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-14""}"
027ae060c5e0-16,ISLTranslate,train,,,,,Do you want to be like me?,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-16""}"
027ae060c5e0-17,ISLTranslate,train,,,,,"or just you, just you.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-17""}"
027ae060c5e0-19,ISLTranslate,train,,,,,Maina,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-19""}"
027ae060c5e0-20,ISLTranslate,train,,,,,fish,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-20""}"
027ae060c5e0-21,ISLTranslate,train,,,,,kangaroo,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-21""}"
027ae060c5e0-22,ISLTranslate,train,,,,,Octopus,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-22""}"
027ae060c5e0-23,ISLTranslate,train,,,,,Page 22,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-23""}"
027ae060c5e0-24,ISLTranslate,train,,,,,Reading is fun!,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-24""}"
027ae060c5e0-26,ISLTranslate,train,,,,,Match the left and right and finish the sentences as you see fit.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-26""}"
027ae060c5e0-27,ISLTranslate,train,,,,,Let's talk!,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-27""}"
027ae060c5e0-29,ISLTranslate,train,,,,,What can the maina do?,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-29""}"
027ae060c5e0-30,ISLTranslate,train,,,,,What can you do? Sing paint right,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-30""}"
027ae060c5e0-32,ISLTranslate,train,,,,,Do think the fish was really happy to be in the water?,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-32""}"
027ae060c5e0-34,ISLTranslate,train,,,,,Tell your friends in the class.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-34""}"
027ae060c5e0-36,ISLTranslate,train,,,,,Let's listen.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-36""}"
027ae060c5e0-37,ISLTranslate,train,,,,,Kang has a dream.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-37""}"
027ae060c5e0-38,ISLTranslate,train,,,,,Kang flew into the sky.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-38""}"
027ae060c5e0-39,ISLTranslate,train,,,,,He flew to the moon.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-39""}"
027ae060c5e0-41,ISLTranslate,train,,,,,He slipped down a tree.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-41""}"
027ae060c5e0-42,ISLTranslate,train,,,,,Kang woke up with a bang,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-42""}"
027ae060c5e0-43,ISLTranslate,train,,,,,Silence Game,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-43""}"
027ae060c5e0-44,ISLTranslate,train,,,,,Close your eyes and hear your teacher say the following words.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-44""}"
027ae060c5e0-45,ISLTranslate,train,,,,,Butterfly,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-45""}"
027ae060c5e0-46,ISLTranslate,train,,,,,"myna, fish",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-46""}"
027ae060c5e0-48,ISLTranslate,train,,,,,Kangaroo,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-48""}"
027ae060c5e0-49,ISLTranslate,train,,,,,"With your eyes still shut, imagine that you are seeing these creatures.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-49""}"
027ae060c5e0-50,ISLTranslate,train,,,,,Open your eyes and move like they do.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-50""}"
027ae060c5e0-51,ISLTranslate,train,,,,,page 24.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-51""}"
027ae060c5e0-52,ISLTranslate,train,,,,,Let's draw.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-52""}"
027ae060c5e0-53,ISLTranslate,train,,,,,Complete the pictures and label them.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-53""}"
027ae060c5e0-54,ISLTranslate,train,,,,,Here in the picture you can see an elephant. Finish the parts by looking at the different parts shown in the picture.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-54""}"
027ae060c5e0-57,ISLTranslate,train,,,,,Fill in the blanks using the hint words given below.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-57""}"
027ae060c5e0-58,ISLTranslate,train,,,,,"If I were a kangaroo, I would.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-58""}"
027ae060c5e0-59,ISLTranslate,train,,,,,dash,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-59""}"
027ae060c5e0-61,ISLTranslate,train,,,,,I would dash.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-61""}"
027ae060c5e0-62,ISLTranslate,train,,,,,"If I were a bird, I would dash.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-62""}"
027ae060c5e0-63,ISLTranslate,train,,,,,"Now hop, roar, swim.",027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-63""}"
027ae060c5e0-64,ISLTranslate,train,,,,,and fly like them.,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-64""}"
027ae060c5e0-65,ISLTranslate,train,,,,,page number,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-65""}"
027ae060c5e0-66,ISLTranslate,train,,,,,25,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-66""}"
027ae060c5e0-68,ISLTranslate,train,,,,,pus,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-68""}"
027ae060c5e0-70,ISLTranslate,train,,,,,butt-er-fly,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-70""}"
027ae060c5e0-71,ISLTranslate,train,,,,,kang-ga-roo.Let's draw!,027ae060c5e0,,,,"{""source"": ""ISLTranslate_v1"", ""raw_uid"": ""027ae060c5e0-71""}"
