sample_id,video_reference,local_status,annotation_valid,char_length,word_count,error_reason
70745e15917e-35,70745e15917e-35,REMOTE_ONLY,True,24,4,None
70745e15917e-36,70745e15917e-36,REMOTE_ONLY,True,36,8,None
70745e15917e-37,70745e15917e-37,REMOTE_ONLY,True,20,4,None
70745e15917e-38,70745e15917e-38,REMOTE_ONLY,True,48,10,None
70745e15917e-39,70745e15917e-39,REMOTE_ONLY,True,34,9,None
70745e15917e-40,70745e15917e-40,REMOTE_ONLY,True,8,2,None
70745e15917e-41,70745e15917e-41,REMOTE_ONLY,True,25,4,None
70745e15917e-42,70745e15917e-42,REMOTE_ONLY,True,3,1,None
70745e15917e-43,70745e15917e-43,REMOTE_ONLY,True,18,2,None
70745e15917e-44,70745e15917e-44,REMOTE_ONLY,True,44,9,None
70745e15917e-45,70745e15917e-45,REMOTE_ONLY,True,14,3,None
70745e15917e-46,70745e15917e-46,REMOTE_ONLY,True,12,3,None
70745e15917e-47,70745e15917e-47,REMOTE_ONLY,True,23,5,None
70745e15917e-48,70745e15917e-48,REMOTE_ONLY,True,49,10,None
70745e15917e-49,70745e15917e-49,REMOTE_ONLY,True,11,3,None
70745e15917e-50,70745e15917e-50,REMOTE_ONLY,True,41,9,None
70745e15917e-51,70745e15917e-51,REMOTE_ONLY,True,28,6,None
70745e15917e-52,70745e15917e-52,REMOTE_ONLY,True,43,10,None
70745e15917e-53,70745e15917e-53,REMOTE_ONLY,True,13,2,None
70745e15917e-54,70745e15917e-54,REMOTE_ONLY,True,28,6,None
70745e15917e-55,70745e15917e-55,REMOTE_ONLY,True,42,8,None
70745e15917e-56,70745e15917e-56,REMOTE_ONLY,True,29,7,None
70745e15917e-57,70745e15917e-57,REMOTE_ONLY,True,34,8,None
70745e15917e-58,70745e15917e-58,REMOTE_ONLY,True,31,6,None
70745e15917e-59,70745e15917e-59,REMOTE_ONLY,True,34,7,None
70745e15917e-60,70745e15917e-60,REMOTE_ONLY,True,19,4,None
70745e15917e-61,70745e15917e-61,REMOTE_ONLY,True,22,6,None
70745e15917e-63,70745e15917e-63,REMOTE_ONLY,True,32,9,None
70745e15917e-64,70745e15917e-64,REMOTE_ONLY,True,42,9,None
70745e15917e-65,70745e15917e-65,REMOTE_ONLY,True,25,3,None
70745e15917e-66,70745e15917e-66,REMOTE_ONLY,True,34,8,None
70745e15917e-67,70745e15917e-67,REMOTE_ONLY,True,43,9,None
70745e15917e-68,70745e15917e-68,REMOTE_ONLY,True,34,7,None
70745e15917e-69,70745e15917e-69,REMOTE_ONLY,True,56,11,None
70745e15917e-70,70745e15917e-70,REMOTE_ONLY,True,44,8,None
70745e15917e-71,70745e15917e-71,REMOTE_ONLY,True,16,3,None
70745e15917e-72,70745e15917e-72,REMOTE_ONLY,True,21,5,None
70745e15917e-73,70745e15917e-73,REMOTE_ONLY,True,34,7,None
70745e15917e-74,70745e15917e-74,REMOTE_ONLY,True,24,5,None
70745e15917e-75,70745e15917e-75,REMOTE_ONLY,True,29,6,None
70745e15917e-76,70745e15917e-76,REMOTE_ONLY,True,51,11,None
70745e15917e-77,70745e15917e-77,REMOTE_ONLY,True,47,9,None
7d42dce3e967-1,7d42dce3e967-1,REMOTE_ONLY,True,19,3,None
7d42dce3e967-2,7d42dce3e967-2,REMOTE_ONLY,True,31,6,None
7d42dce3e967-3,7d42dce3e967-3,REMOTE_ONLY,True,6,2,None
7d42dce3e967-4,7d42dce3e967-4,REMOTE_ONLY,True,6,2,None
7d42dce3e967-5,7d42dce3e967-5,REMOTE_ONLY,True,38,9,None
7d42dce3e967-6,7d42dce3e967-6,REMOTE_ONLY,True,37,8,None
7d42dce3e967-7,7d42dce3e967-7,REMOTE_ONLY,True,13,2,None
7d42dce3e967-8,7d42dce3e967-8,REMOTE_ONLY,True,17,3,None
7d42dce3e967-9,7d42dce3e967-9,REMOTE_ONLY,True,95,15,None
7d42dce3e967-10,7d42dce3e967-10,REMOTE_ONLY,True,17,3,None
7d42dce3e967-11,7d42dce3e967-11,REMOTE_ONLY,True,32,8,None
7d42dce3e967-12,7d42dce3e967-12,REMOTE_ONLY,True,34,7,None
7d42dce3e967-13,7d42dce3e967-13,REMOTE_ONLY,True,28,7,None
7d42dce3e967-14,7d42dce3e967-14,REMOTE_ONLY,True,40,9,None
7d42dce3e967-15,7d42dce3e967-15,REMOTE_ONLY,True,18,3,None
7d42dce3e967-16,7d42dce3e967-16,REMOTE_ONLY,True,11,2,None
7d42dce3e967-17,7d42dce3e967-17,REMOTE_ONLY,True,8,1,None
7d42dce3e967-18,7d42dce3e967-18,REMOTE_ONLY,True,6,1,None
7d42dce3e967-19,7d42dce3e967-19,REMOTE_ONLY,True,17,4,None
7d42dce3e967-20,7d42dce3e967-20,REMOTE_ONLY,True,15,3,None
7d42dce3e967-21,7d42dce3e967-21,REMOTE_ONLY,True,38,9,None
7d42dce3e967-22,7d42dce3e967-22,REMOTE_ONLY,True,1,1,None
7d42dce3e967-23,7d42dce3e967-23,REMOTE_ONLY,True,41,8,None
7d42dce3e967-25,7d42dce3e967-25,REMOTE_ONLY,True,34,8,None
7d42dce3e967-26,7d42dce3e967-26,REMOTE_ONLY,True,9,2,None
7d42dce3e967-27,7d42dce3e967-27,REMOTE_ONLY,True,35,7,None
7d42dce3e967-28,7d42dce3e967-28,REMOTE_ONLY,True,27,6,None
7d42dce3e967-29,7d42dce3e967-29,REMOTE_ONLY,True,15,4,None
7d42dce3e967-30,7d42dce3e967-30,REMOTE_ONLY,True,3,1,None
7d42dce3e967-31,7d42dce3e967-31,REMOTE_ONLY,True,10,3,None
7d42dce3e967-32,7d42dce3e967-32,REMOTE_ONLY,True,7,2,None
7d42dce3e967-33,7d42dce3e967-33,REMOTE_ONLY,True,41,8,None
7d42dce3e967-34,7d42dce3e967-34,REMOTE_ONLY,True,18,3,None
7d42dce3e967-35,7d42dce3e967-35,REMOTE_ONLY,True,15,3,None
7d42dce3e967-36,7d42dce3e967-36,REMOTE_ONLY,True,64,13,None
7d42dce3e967-37,7d42dce3e967-37,REMOTE_ONLY,True,13,2,None
7d42dce3e967-38,7d42dce3e967-38,REMOTE_ONLY,True,19,4,None
7d42dce3e967-39,7d42dce3e967-39,REMOTE_ONLY,True,40,8,None
7d42dce3e967-40,7d42dce3e967-40,REMOTE_ONLY,True,10,2,None
7d42dce3e967-41,7d42dce3e967-41,REMOTE_ONLY,True,3,1,None
7d42dce3e967-42,7d42dce3e967-42,REMOTE_ONLY,True,45,10,None
7d42dce3e967-43,7d42dce3e967-43,REMOTE_ONLY,True,13,3,None
7d42dce3e967-44,7d42dce3e967-44,REMOTE_ONLY,True,34,7,None
7d42dce3e967-45,7d42dce3e967-45,REMOTE_ONLY,True,27,5,None
7d42dce3e967-46,7d42dce3e967-46,REMOTE_ONLY,True,5,1,None
7d42dce3e967-47,7d42dce3e967-47,REMOTE_ONLY,True,21,5,None
7d42dce3e967-48,7d42dce3e967-48,REMOTE_ONLY,True,27,5,None
7d42dce3e967-49,7d42dce3e967-49,REMOTE_ONLY,True,14,3,None
7d42dce3e967-50,7d42dce3e967-50,REMOTE_ONLY,True,9,2,None
7d42dce3e967-51,7d42dce3e967-51,REMOTE_ONLY,True,3,2,None
7d42dce3e967-52,7d42dce3e967-52,REMOTE_ONLY,True,3,1,None
7d42dce3e967-53,7d42dce3e967-53,REMOTE_ONLY,True,1,1,None
7d42dce3e967-54,7d42dce3e967-54,REMOTE_ONLY,True,16,3,None
7d42dce3e967-55,7d42dce3e967-55,REMOTE_ONLY,True,12,3,None
7d42dce3e967-56,7d42dce3e967-56,REMOTE_ONLY,True,32,8,None
7d42dce3e967-57,7d42dce3e967-57,REMOTE_ONLY,True,24,6,None
7d42dce3e967-58,7d42dce3e967-58,REMOTE_ONLY,True,24,5,None
7d42dce3e967-59,7d42dce3e967-59,REMOTE_ONLY,True,11,2,None
7d42dce3e967-60,7d42dce3e967-60,REMOTE_ONLY,True,37,6,None
7d42dce3e967-61,7d42dce3e967-61,REMOTE_ONLY,True,36,8,None
7d42dce3e967-62,7d42dce3e967-62,REMOTE_ONLY,True,9,2,None
7d42dce3e967-63,7d42dce3e967-63,REMOTE_ONLY,True,15,4,None
7d42dce3e967-64,7d42dce3e967-64,REMOTE_ONLY,True,24,5,None
7d42dce3e967-65,7d42dce3e967-65,REMOTE_ONLY,True,11,4,None
7d42dce3e967-66,7d42dce3e967-66,REMOTE_ONLY,True,57,15,None
39b5990995ba-0,39b5990995ba-0,REMOTE_ONLY,True,7,2,None
39b5990995ba-1,39b5990995ba-1,REMOTE_ONLY,True,14,2,None
39b5990995ba-2,39b5990995ba-2,REMOTE_ONLY,True,6,2,None
39b5990995ba-3,39b5990995ba-3,REMOTE_ONLY,True,17,4,None
39b5990995ba-4,39b5990995ba-4,REMOTE_ONLY,True,33,7,None
39b5990995ba-5,39b5990995ba-5,REMOTE_ONLY,True,28,5,None
39b5990995ba-6,39b5990995ba-6,REMOTE_ONLY,True,32,4,None
39b5990995ba-7,39b5990995ba-7,REMOTE_ONLY,True,41,5,None
39b5990995ba-8,39b5990995ba-8,REMOTE_ONLY,True,28,3,None
39b5990995ba-9,39b5990995ba-9,REMOTE_ONLY,True,67,13,None
39b5990995ba-10,39b5990995ba-10,REMOTE_ONLY,True,49,10,None
39b5990995ba-12,39b5990995ba-12,REMOTE_ONLY,True,21,4,None
39b5990995ba-13,39b5990995ba-13,REMOTE_ONLY,True,17,3,None
39b5990995ba-14,39b5990995ba-14,REMOTE_ONLY,True,45,6,None
39b5990995ba-15,39b5990995ba-15,REMOTE_ONLY,True,23,3,None
39b5990995ba-16,39b5990995ba-16,REMOTE_ONLY,True,37,5,None
39b5990995ba-17,39b5990995ba-17,REMOTE_ONLY,True,44,9,None
39b5990995ba-18,39b5990995ba-18,REMOTE_ONLY,True,45,7,None
39b5990995ba-20,39b5990995ba-20,REMOTE_ONLY,True,56,11,None
39b5990995ba-21,39b5990995ba-21,REMOTE_ONLY,True,28,5,None
39b5990995ba-22,39b5990995ba-22,REMOTE_ONLY,True,21,3,None
39b5990995ba-23,39b5990995ba-23,REMOTE_ONLY,True,58,11,None
39b5990995ba-25,39b5990995ba-25,REMOTE_ONLY,True,31,7,None
39b5990995ba-26,39b5990995ba-26,REMOTE_ONLY,True,17,2,None
39b5990995ba-27,39b5990995ba-27,REMOTE_ONLY,True,60,9,None
39b5990995ba-28,39b5990995ba-28,REMOTE_ONLY,True,21,5,None
39b5990995ba-29,39b5990995ba-29,REMOTE_ONLY,True,14,3,None
39b5990995ba-30,39b5990995ba-30,REMOTE_ONLY,True,33,7,None
39b5990995ba-31,39b5990995ba-31,REMOTE_ONLY,True,56,11,None
39b5990995ba-32,39b5990995ba-32,REMOTE_ONLY,True,25,5,None
39b5990995ba-33,39b5990995ba-33,REMOTE_ONLY,True,29,6,None
39b5990995ba-34,39b5990995ba-34,REMOTE_ONLY,True,53,10,None
39b5990995ba-35,39b5990995ba-35,REMOTE_ONLY,True,17,3,None
39b5990995ba-36,39b5990995ba-36,REMOTE_ONLY,True,46,7,None
39b5990995ba-37,39b5990995ba-37,REMOTE_ONLY,True,47,8,None
39b5990995ba-38,39b5990995ba-38,REMOTE_ONLY,True,67,12,None
39b5990995ba-39,39b5990995ba-39,REMOTE_ONLY,True,6,1,None
39b5990995ba-40,39b5990995ba-40,REMOTE_ONLY,True,41,8,None
39b5990995ba-41,39b5990995ba-41,REMOTE_ONLY,True,44,9,None
39b5990995ba-42,39b5990995ba-42,REMOTE_ONLY,True,46,11,None
39b5990995ba-43,39b5990995ba-43,REMOTE_ONLY,True,15,4,None
39b5990995ba-44,39b5990995ba-44,REMOTE_ONLY,True,54,9,None
39b5990995ba-45,39b5990995ba-45,REMOTE_ONLY,True,33,5,None
39b5990995ba-46,39b5990995ba-46,REMOTE_ONLY,True,26,3,None
39b5990995ba-47,39b5990995ba-47,REMOTE_ONLY,True,22,3,None
39b5990995ba-48,39b5990995ba-48,REMOTE_ONLY,True,22,5,None
39b5990995ba-49,39b5990995ba-49,REMOTE_ONLY,True,22,4,None
39b5990995ba-50,39b5990995ba-50,REMOTE_ONLY,True,29,6,None
43043aa04251-1,43043aa04251-1,REMOTE_ONLY,True,7,2,None
43043aa04251-2,43043aa04251-2,REMOTE_ONLY,True,17,4,None
43043aa04251-3,43043aa04251-3,REMOTE_ONLY,True,40,9,None
43043aa04251-4,43043aa04251-4,REMOTE_ONLY,True,24,6,None
43043aa04251-5,43043aa04251-5,REMOTE_ONLY,True,61,12,None
43043aa04251-6,43043aa04251-6,REMOTE_ONLY,True,42,9,None
43043aa04251-7,43043aa04251-7,REMOTE_ONLY,True,43,10,None
43043aa04251-8,43043aa04251-8,REMOTE_ONLY,True,34,6,None
43043aa04251-9,43043aa04251-9,REMOTE_ONLY,True,8,2,None
43043aa04251-10,43043aa04251-10,REMOTE_ONLY,True,40,6,None
43043aa04251-11,43043aa04251-11,REMOTE_ONLY,True,39,8,None
43043aa04251-12,43043aa04251-12,REMOTE_ONLY,True,19,4,None
43043aa04251-13,43043aa04251-13,REMOTE_ONLY,True,23,5,None
43043aa04251-14,43043aa04251-14,REMOTE_ONLY,True,24,5,None
43043aa04251-15,43043aa04251-15,REMOTE_ONLY,True,16,4,None
43043aa04251-16,43043aa04251-16,REMOTE_ONLY,True,16,4,None
43043aa04251-17,43043aa04251-17,REMOTE_ONLY,True,19,4,None
43043aa04251-18,43043aa04251-18,REMOTE_ONLY,True,20,4,None
43043aa04251-19,43043aa04251-19,REMOTE_ONLY,True,25,6,None
43043aa04251-20,43043aa04251-20,REMOTE_ONLY,True,19,4,None
43043aa04251-21,43043aa04251-21,REMOTE_ONLY,True,41,7,None
43043aa04251-22,43043aa04251-22,REMOTE_ONLY,True,43,7,None
43043aa04251-23,43043aa04251-23,REMOTE_ONLY,True,16,3,None
43043aa04251-24,43043aa04251-24,REMOTE_ONLY,True,23,5,None
43043aa04251-25,43043aa04251-25,REMOTE_ONLY,True,35,8,None
43043aa04251-26,43043aa04251-26,REMOTE_ONLY,True,46,10,None
43043aa04251-27,43043aa04251-27,REMOTE_ONLY,True,50,11,None
43043aa04251-28,43043aa04251-28,REMOTE_ONLY,True,13,3,None
43043aa04251-29,43043aa04251-29,REMOTE_ONLY,True,79,14,None
43043aa04251-30,43043aa04251-30,REMOTE_ONLY,True,15,3,None
43043aa04251-31,43043aa04251-31,REMOTE_ONLY,True,18,3,None
43043aa04251-32,43043aa04251-32,REMOTE_ONLY,True,32,7,None
43043aa04251-34,43043aa04251-34,REMOTE_ONLY,True,36,8,None
43043aa04251-36,43043aa04251-36,REMOTE_ONLY,True,9,2,None
43043aa04251-37,43043aa04251-37,REMOTE_ONLY,True,20,2,None
43043aa04251-39,43043aa04251-39,REMOTE_ONLY,True,4,1,None
43043aa04251-40,43043aa04251-40,REMOTE_ONLY,True,6,1,None
43043aa04251-41,43043aa04251-41,REMOTE_ONLY,True,5,1,None
43043aa04251-42,43043aa04251-42,REMOTE_ONLY,True,4,1,None
43043aa04251-43,43043aa04251-43,REMOTE_ONLY,True,7,2,None
43043aa04251-44,43043aa04251-44,REMOTE_ONLY,True,20,4,None
43043aa04251-45,43043aa04251-45,REMOTE_ONLY,True,28,5,None
43043aa04251-46,43043aa04251-46,REMOTE_ONLY,True,1,1,None
43043aa04251-47,43043aa04251-47,REMOTE_ONLY,True,32,8,None
43043aa04251-48,43043aa04251-48,REMOTE_ONLY,True,47,9,None
43043aa04251-49,43043aa04251-49,REMOTE_ONLY,True,10,2,None
43043aa04251-50,43043aa04251-50,REMOTE_ONLY,True,1,1,None
43043aa04251-51,43043aa04251-51,REMOTE_ONLY,True,25,6,None
43043aa04251-52,43043aa04251-52,REMOTE_ONLY,True,10,3,None
43043aa04251-53,43043aa04251-53,REMOTE_ONLY,True,9,2,None
43043aa04251-54,43043aa04251-54,REMOTE_ONLY,True,9,3,None
43043aa04251-55,43043aa04251-55,REMOTE_ONLY,True,18,5,None
43043aa04251-56,43043aa04251-56,REMOTE_ONLY,True,1,1,None
43043aa04251-57,43043aa04251-57,REMOTE_ONLY,True,44,11,None
43043aa04251-58,43043aa04251-58,REMOTE_ONLY,True,6,2,None
43043aa04251-59,43043aa04251-59,REMOTE_ONLY,True,7,2,None
43043aa04251-60,43043aa04251-60,REMOTE_ONLY,True,7,2,None
43043aa04251-61,43043aa04251-61,REMOTE_ONLY,True,4,1,None
43043aa04251-62,43043aa04251-62,REMOTE_ONLY,True,1,1,None
43043aa04251-63,43043aa04251-63,REMOTE_ONLY,True,20,5,None
43043aa04251-64,43043aa04251-64,REMOTE_ONLY,True,4,2,None
43043aa04251-65,43043aa04251-65,REMOTE_ONLY,True,5,2,None
43043aa04251-66,43043aa04251-66,REMOTE_ONLY,True,3,2,None
43043aa04251-67,43043aa04251-67,REMOTE_ONLY,True,4,2,None
43043aa04251-68,43043aa04251-68,REMOTE_ONLY,True,31,6,None
43043aa04251-69,43043aa04251-69,REMOTE_ONLY,True,3,2,None
43043aa04251-70,43043aa04251-70,REMOTE_ONLY,True,3,2,None
43043aa04251-71,43043aa04251-71,REMOTE_ONLY,True,1,1,None
43043aa04251-72,43043aa04251-72,REMOTE_ONLY,True,3,2,None
43043aa04251-73,43043aa04251-73,REMOTE_ONLY,True,12,2,None
43043aa04251-74,43043aa04251-74,REMOTE_ONLY,True,49,9,None
43043aa04251-75,43043aa04251-75,REMOTE_ONLY,True,3,1,None
43043aa04251-76,43043aa04251-76,REMOTE_ONLY,True,3,1,None
43043aa04251-77,43043aa04251-77,REMOTE_ONLY,True,3,1,None
43043aa04251-78,43043aa04251-78,REMOTE_ONLY,True,3,1,None
43043aa04251-79,43043aa04251-79,REMOTE_ONLY,True,3,1,None
43043aa04251-80,43043aa04251-80,REMOTE_ONLY,True,3,1,None
43043aa04251-81,43043aa04251-81,REMOTE_ONLY,True,3,1,None
43043aa04251-82,43043aa04251-82,REMOTE_ONLY,True,18,4,None
43043aa04251-83,43043aa04251-83,REMOTE_ONLY,True,15,4,None
43043aa04251-84,43043aa04251-84,REMOTE_ONLY,True,6,2,None
43043aa04251-85,43043aa04251-85,REMOTE_ONLY,True,8,2,None
43043aa04251-86,43043aa04251-86,REMOTE_ONLY,True,1,1,None
43043aa04251-87,43043aa04251-87,REMOTE_ONLY,True,25,7,None
43043aa04251-88,43043aa04251-88,REMOTE_ONLY,True,22,6,None
43043aa04251-89,43043aa04251-89,REMOTE_ONLY,True,7,2,None
43043aa04251-90,43043aa04251-90,REMOTE_ONLY,True,1,1,None
43043aa04251-91,43043aa04251-91,REMOTE_ONLY,True,21,5,None
43043aa04251-92,43043aa04251-92,REMOTE_ONLY,True,4,1,None
43043aa04251-93,43043aa04251-93,REMOTE_ONLY,True,1,1,None
43043aa04251-94,43043aa04251-94,REMOTE_ONLY,True,28,6,None
43043aa04251-95,43043aa04251-95,REMOTE_ONLY,True,1,1,None
43043aa04251-96,43043aa04251-96,REMOTE_ONLY,True,18,5,None
43043aa04251-97,43043aa04251-97,REMOTE_ONLY,True,22,5,None
43043aa04251-98,43043aa04251-98,REMOTE_ONLY,True,63,11,None
43043aa04251-99,43043aa04251-99,REMOTE_ONLY,True,15,4,None
43043aa04251-100,43043aa04251-100,REMOTE_ONLY,True,25,6,None
43043aa04251-102,43043aa04251-102,REMOTE_ONLY,True,1,1,None
43043aa04251-103,43043aa04251-103,REMOTE_ONLY,True,16,4,None
43043aa04251-104,43043aa04251-104,REMOTE_ONLY,True,17,4,None
43043aa04251-105,43043aa04251-105,REMOTE_ONLY,True,4,1,None
43043aa04251-106,43043aa04251-106,REMOTE_ONLY,True,1,1,None
43043aa04251-107,43043aa04251-107,REMOTE_ONLY,True,27,6,None
43043aa04251-108,43043aa04251-108,REMOTE_ONLY,True,13,3,None
43043aa04251-109,43043aa04251-109,REMOTE_ONLY,True,4,1,None
43043aa04251-110,43043aa04251-110,REMOTE_ONLY,True,1,1,None
43043aa04251-111,43043aa04251-111,REMOTE_ONLY,True,27,6,None
43043aa04251-112,43043aa04251-112,REMOTE_ONLY,True,15,4,None
43043aa04251-113,43043aa04251-113,REMOTE_ONLY,True,7,2,None
43043aa04251-114,43043aa04251-114,REMOTE_ONLY,True,15,4,None
43043aa04251-115,43043aa04251-115,REMOTE_ONLY,True,24,6,None
43043aa04251-116,43043aa04251-116,REMOTE_ONLY,True,14,3,None
43043aa04251-117,43043aa04251-117,REMOTE_ONLY,True,21,4,None
43043aa04251-118,43043aa04251-118,REMOTE_ONLY,True,7,2,None
43043aa04251-119,43043aa04251-119,REMOTE_ONLY,True,12,3,None
43043aa04251-120,43043aa04251-120,REMOTE_ONLY,True,16,3,None
43043aa04251-121,43043aa04251-121,REMOTE_ONLY,True,4,1,None
43043aa04251-122,43043aa04251-122,REMOTE_ONLY,True,12,3,None
43043aa04251-123,43043aa04251-123,REMOTE_ONLY,True,63,12,None
43043aa04251-124,43043aa04251-124,REMOTE_ONLY,True,1,1,None
43043aa04251-125,43043aa04251-125,REMOTE_ONLY,True,50,11,None
43043aa04251-126,43043aa04251-126,REMOTE_ONLY,True,65,15,None
43043aa04251-127,43043aa04251-127,REMOTE_ONLY,True,16,3,None
43043aa04251-129,43043aa04251-129,REMOTE_ONLY,True,31,6,None
43043aa04251-130,43043aa04251-130,REMOTE_ONLY,True,9,3,None
43043aa04251-131,43043aa04251-131,REMOTE_ONLY,True,37,7,None
43043aa04251-132,43043aa04251-132,REMOTE_ONLY,True,44,7,None
43043aa04251-134,43043aa04251-134,REMOTE_ONLY,True,7,2,None
43043aa04251-135,43043aa04251-135,REMOTE_ONLY,True,23,4,None
43043aa04251-136,43043aa04251-136,REMOTE_ONLY,True,104,14,None
43043aa04251-137,43043aa04251-137,REMOTE_ONLY,True,65,10,None
43043aa04251-138,43043aa04251-138,REMOTE_ONLY,True,29,5,None
43043aa04251-139,43043aa04251-139,REMOTE_ONLY,True,49,9,None
43043aa04251-140,43043aa04251-140,REMOTE_ONLY,True,85,15,None
43043aa04251-141,43043aa04251-141,REMOTE_ONLY,True,13,2,None
43043aa04251-142,43043aa04251-142,REMOTE_ONLY,True,81,15,None
43043aa04251-143,43043aa04251-143,REMOTE_ONLY,True,99,14,None
43043aa04251-144,43043aa04251-144,REMOTE_ONLY,True,87,12,None
43043aa04251-145,43043aa04251-145,REMOTE_ONLY,True,102,16,None
43043aa04251-146,43043aa04251-146,REMOTE_ONLY,True,56,11,None
43043aa04251-147,43043aa04251-147,REMOTE_ONLY,True,43,9,None
43043aa04251-148,43043aa04251-148,REMOTE_ONLY,True,10,2,None
43043aa04251-149,43043aa04251-149,REMOTE_ONLY,True,40,7,None
43043aa04251-150,43043aa04251-150,REMOTE_ONLY,True,23,5,None
43043aa04251-151,43043aa04251-151,REMOTE_ONLY,True,19,3,None
43043aa04251-153,43043aa04251-153,REMOTE_ONLY,True,27,5,None
43043aa04251-154,43043aa04251-154,REMOTE_ONLY,True,55,9,None
43043aa04251-155,43043aa04251-155,REMOTE_ONLY,True,7,2,None
43043aa04251-156,43043aa04251-156,REMOTE_ONLY,True,4,1,None
43043aa04251-157,43043aa04251-157,REMOTE_ONLY,True,16,3,None
43043aa04251-158,43043aa04251-158,REMOTE_ONLY,True,71,14,None
43043aa04251-159,43043aa04251-159,REMOTE_ONLY,True,23,5,None
43043aa04251-160,43043aa04251-160,REMOTE_ONLY,True,40,9,None
43043aa04251-161,43043aa04251-161,REMOTE_ONLY,True,4,1,None
43043aa04251-162,43043aa04251-162,REMOTE_ONLY,True,29,5,None
43043aa04251-163,43043aa04251-163,REMOTE_ONLY,True,41,8,None
43043aa04251-164,43043aa04251-164,REMOTE_ONLY,True,4,1,None
43043aa04251-165,43043aa04251-165,REMOTE_ONLY,True,46,8,None
43043aa04251-166,43043aa04251-166,REMOTE_ONLY,True,50,10,None
43043aa04251-167,43043aa04251-167,REMOTE_ONLY,True,7,1,None
43043aa04251-168,43043aa04251-168,REMOTE_ONLY,True,78,15,None
43043aa04251-169,43043aa04251-169,REMOTE_ONLY,True,18,4,None
43043aa04251-170,43043aa04251-170,REMOTE_ONLY,True,6,1,None
43043aa04251-171,43043aa04251-171,REMOTE_ONLY,True,21,4,None
43043aa04251-172,43043aa04251-172,REMOTE_ONLY,True,38,7,None
43043aa04251-173,43043aa04251-173,REMOTE_ONLY,True,36,8,None
43043aa04251-174,43043aa04251-174,REMOTE_ONLY,True,22,4,None
d80b02f1b480-1,d80b02f1b480-1,REMOTE_ONLY,True,7,2,None
d80b02f1b480-2,d80b02f1b480-2,REMOTE_ONLY,True,6,2,None
d80b02f1b480-3,d80b02f1b480-3,REMOTE_ONLY,True,9,2,None
d80b02f1b480-4,d80b02f1b480-4,REMOTE_ONLY,True,56,10,None
d80b02f1b480-5,d80b02f1b480-5,REMOTE_ONLY,True,33,7,None
d80b02f1b480-6,d80b02f1b480-6,REMOTE_ONLY,True,15,3,None
d80b02f1b480-7,d80b02f1b480-7,REMOTE_ONLY,True,52,12,None
d80b02f1b480-8,d80b02f1b480-8,REMOTE_ONLY,True,54,14,None
d80b02f1b480-9,d80b02f1b480-9,REMOTE_ONLY,True,55,13,None
d80b02f1b480-10,d80b02f1b480-10,REMOTE_ONLY,True,40,10,None
d80b02f1b480-11,d80b02f1b480-11,REMOTE_ONLY,True,12,3,None
d80b02f1b480-12,d80b02f1b480-12,REMOTE_ONLY,True,57,12,None
d80b02f1b480-13,d80b02f1b480-13,REMOTE_ONLY,True,59,11,None
d80b02f1b480-14,d80b02f1b480-14,REMOTE_ONLY,True,59,11,None
d80b02f1b480-15,d80b02f1b480-15,REMOTE_ONLY,True,64,13,None
d80b02f1b480-16,d80b02f1b480-16,REMOTE_ONLY,True,48,10,None
d80b02f1b480-17,d80b02f1b480-17,REMOTE_ONLY,True,52,10,None
d80b02f1b480-18,d80b02f1b480-18,REMOTE_ONLY,True,52,9,None
d80b02f1b480-19,d80b02f1b480-19,REMOTE_ONLY,True,56,12,None
d80b02f1b480-20,d80b02f1b480-20,REMOTE_ONLY,True,21,4,None
d80b02f1b480-21,d80b02f1b480-21,REMOTE_ONLY,True,10,1,None
d80b02f1b480-22,d80b02f1b480-22,REMOTE_ONLY,True,9,2,None
d80b02f1b480-23,d80b02f1b480-23,REMOTE_ONLY,True,17,3,None
d80b02f1b480-24,d80b02f1b480-24,REMOTE_ONLY,True,33,7,None
d80b02f1b480-25,d80b02f1b480-25,REMOTE_ONLY,True,26,4,None
d80b02f1b480-26,d80b02f1b480-26,REMOTE_ONLY,True,10,2,None
d80b02f1b480-28,d80b02f1b480-28,REMOTE_ONLY,True,42,4,None
d80b02f1b480-29,d80b02f1b480-29,REMOTE_ONLY,True,7,2,None
d80b02f1b480-30,d80b02f1b480-30,REMOTE_ONLY,True,11,2,None
d80b02f1b480-31,d80b02f1b480-31,REMOTE_ONLY,True,43,9,None
d80b02f1b480-33,d80b02f1b480-33,REMOTE_ONLY,True,1,1,None
d80b02f1b480-34,d80b02f1b480-34,REMOTE_ONLY,True,61,13,None
d80b02f1b480-35,d80b02f1b480-35,REMOTE_ONLY,True,77,17,None
d80b02f1b480-36,d80b02f1b480-36,REMOTE_ONLY,True,26,3,None
d80b02f1b480-38,d80b02f1b480-38,REMOTE_ONLY,True,57,11,None
d80b02f1b480-39,d80b02f1b480-39,REMOTE_ONLY,True,61,14,None
d80b02f1b480-40,d80b02f1b480-40,REMOTE_ONLY,True,21,5,None
d80b02f1b480-41,d80b02f1b480-41,REMOTE_ONLY,True,27,7,None
d80b02f1b480-42,d80b02f1b480-42,REMOTE_ONLY,True,24,6,None
d80b02f1b480-43,d80b02f1b480-43,REMOTE_ONLY,True,10,2,None
d80b02f1b480-44,d80b02f1b480-44,REMOTE_ONLY,True,59,11,None
